1 3.13 5.615
2 3.385 5.805
3 3.005 5.685
4 3.425 5.64
5 1.495 9.725
6 1.54 9.475
7 1.33 9.565
8 1.45 9.545
9 2.3 9.735
10 2.22 9.52
11 0.51 8.445
12 2.1 6.635
13 1.18 8.105
14 1.28 8.74
15 1.015 8.385
16 1.385 8.77
17 0.58 10.32
18 0.72 12.295
19 0.45 9.51
20 0.43 6.23
